Key,HueName,HuePrefix,HueNumber,Value,Chroma,R,G,B
7.5P-3-30,7.5P,P,7.5,3,30,178,0,199
7.5P-4-2,7.5P,P,7.5,4,2,108,91,111
7.5P-4-4,7.5P,P,7.5,4,4,115,87,120
7.5P-4-6,7.5P,P,7.5,4,6,122,82,128
7.5P-4-8,7.5P,P,7.5,4,8,129,77,137
7.5P-4-10,7.5P,P,7.5,4,10,136,71,145
7.5P-4-12,7.5P,P,7.5,4,12,143,64,153
7.5P-4-14,7.5P,P,7.5,4,14,150,55,161
7.5P-4-16,7.5P,P,7.5,4,16,157,43,169
7.5P-4-18,7.5P,P,7.5,4,18,164,25,178
7.5P-4-20,7.5P,P,7.5,4,20,171,0,186
7.5P-4-22,7.5P,P,7.5,4,22,177,0,193
7.5P-4-24,7.5P,P,7.5,4,24,183,0,200
7.5P-4-26,7.5P,P,7.5,4,26,191,0,209
7.5P-4-28,7.5P,P,7.5,4,28,197,0,217
7.5P-4-30,7.5P,P,7.5,4,30,205,0,226
7.5P-4-32,7.5P,P,7.5,4,32,213,0,236
7.5P-5-2,7.5P,P,7.5,5,2,133,117,136
7.5P-5-4,7.5P,P,7.5,5,4,141,113,145
7.5P-5-6,7.5P,P,7.5,5,6,148,108,154
7.5P-5-8,7.5P,P,7.5,5,8,156,103,163
7.5P-5-10,7.5P,P,7.5,5,10,163,98,171
7.5P-5-12,7.5P,P,7.5,5,12,170,91,180
7.5P-5-14,7.5P,P,7.5,5,14,178,84,188
7.5P-5-16,7.5P,P,7.5,5,16,185,76,196
7.5P-5-18,7.5P,P,7.5,5,18,192,66,204
7.5P-5-20,7.5P,P,7.5,5,20,199,53,213
7.5P-5-22,7.5P,P,7.5,5,22,207,30,222
7.5P-5-24,7.5P,P,7.5,5,24,213,0,229
7.5P-5-26,7.5P,P,7.5,5,26,220,0,238
7.5P-5-28,7.5P,P,7.5,5,28,228,0,246
7.5P-5-30,7.5P,P,7.5,5,30,236,0,255
7.5P-6-2,7.5P,P,7.5,6,2,159,143,162
7.5P-6-4,7.5P,P,7.5,6,4,167,139,171
7.5P-6-6,7.5P,P,7.5,6,6,175,134,180
7.5P-6-8,7.5P,P,7.5,6,8,183,129,189
7.5P-6-10,7.5P,P,7.5,6,10,191,124,198
7.5P-6-12,7.5P,P,7.5,6,12,198,118,206
7.5P-6-14,7.5P,P,7.5,6,14,206,112,215
7.5P-6-16,7.5P,P,7.5,6,16,213,104,224
7.5P-6-18,7.5P,P,7.5,6,18,221,96,232
7.5P-6-20,7.5P,P,7.5,6,20,230,83,243
7.5P-6-22,7.5P,P,7.5,6,22,238,69,252
7.5P-6-24,7.5P,P,7.5,6,24,246,50,255
7.5P-7-2,7.5P,P,7.5,7,2,185,169,188
7.5P-7-4,7.5P,P,7.5,7,4,193,165,197
7.5P-7-6,7.5P,P,7.5,7,6,202,160,206
7.5P-7-8,7.5P,P,7.5,7,8,210,155,216
7.5P-7-10,7.5P,P,7.5,7,10,219,150,225
7.5P-7-12,7.5P,P,7.5,7,12,227,144,234
7.5P-7-14,7.5P,P,7.5,7,14,235,137,244
7.5P-7-16,7.5P,P,7.5,7,16,244,130,253
7.5P-7-18,7.5P,P,7.5,7,18,252,121,255
7.5P-8-2,7.5P,P,7.5,8,2,211,195,215
7.5P-8-4,7.5P,P,7.5,8,4,221,191,225
7.5P-8-6,7.5P,P,7.5,8,6,229,187,234
7.5P-8-8,7.5P,P,7.5,8,8,240,181,245
7.5P-8-10,7.5P,P,7.5,8,10,249,175,255
7.5P-8-12,7.5P,P,7.5,8,12,255,169,255
7.5P-9-2,7.5P,P,7.5,9,2,238,222,243
7.5P-9-4,7.5P,P,7.5,9,4,250,217,254
7.5P-9-6,7.5P,P,7.5,9,6,255,212,255
10.0P-1-2,10.0P,P,10.0,1,2,40,23,41
10.0P-1-4,10.0P,P,10.0,1,4,46,18,47
10.0P-1-6,10.0P,P,10.0,1,6,52,10,54
10.0P-1-8,10.0P,P,10.0,1,8,57,0,60
10.0P-1-10,10.0P,P,10.0,1,10,63,0,66
10.0P-1-12,10.0P,P,10.0,1,12,68,0,72
10.0P-1-14,10.0P,P,10.0,1,14,75,0,79
10.0P-1-16,10.0P,P,10.0,1,16,80,0,85
10.0P-1-18,10.0P,P,10.0,1,18,85,0,91
10.0P-2-2,10.0P,P,10.0,2,2,61,44,61
10.0P-2-4,10.0P,P,10.0,2,4,68,39,67
10.0P-2-6,10.0P,P,10.0,2,6,75,34,74
10.0P-2-8,10.0P,P,10.0,2,8,82,25,81
10.0P-2-10,10.0P,P,10.0,2,10,89,12,88
10.0P-2-12,10.0P,P,10.0,2,12,96,0,95
10.0P-2-14,10.0P,P,10.0,2,14,103,0,102
10.0P-2-16,10.0P,P,10.0,2,16,109,0,109
10.0P-2-18,10.0P,P,10.0,2,18,116,0,116
10.0P-2-20,10.0P,P,10.0,2,20,122,0,122
10.0P-2-22,10.0P,P,10.0,2,22,129,0,130
10.0P-3-2,10.0P,P,10.0,3,2,86,66,85
10.0P-3-4,10.0P,P,10.0,3,4,95,61,92
10.0P-3-6,10.0P,P,10.0,3,6,102,55,99
10.0P-3-8,10.0P,P,10.0,3,8,111,47,107
10.0P-3-10,10.0P,P,10.0,3,10,118,38,114
10.0P-3-12,10.0P,P,10.0,3,12,126,23,121
10.0P-3-14,10.0P,P,10.0,3,14,133,0,128
10.0P-3-16,10.0P,P,10.0,3,16,140,0,134
10.0P-3-18,10.0P,P,10.0,3,18,147,0,142
10.0P-3-20,10.0P,P,10.0,3,20,154,0,148
10.0P-3-22,10.0P,P,10.0,3,22,161,0,154
10.0P-3-24,10.0P,P,10.0,3,24,168,0,162
10.0P-3-26,10.0P,P,10.0,3,26,175,0,168
10.0P-4-2,10.0P,P,10.0,4,2,110,91,109
10.0P-4-4,10.0P,P,10.0,4,4,119,86,116
10.0P-4-6,10.0P,P,10.0,4,6,128,80,123
10.0P-4-8,10.0P,P,10.0,4,8,136,74,130
10.0P-4-10,10.0P,P,10.0,4,10,144,68,136
10.0P-4-12,10.0P,P,10.0,4,12,152,59,143
10.0P-4-14,10.0P,P,10.0,4,14,160,48,150
10.0P-4-16,10.0P,P,10.0,4,16,167,34,156
10.0P-4-18,10.0P,P,10.0,4,18,176,0,164
10.0P-4-20,10.0P,P,10.0,4,20,185,0,172
10.0P-4-22,10.0P,P,10.0,4,22,191,0,178
10.0P-4-24,10.0P,P,10.0,4,24,198,0,184
10.0P-4-26,10.0P,P,10.0,4,26,206,0,192
10.0P-4-28,10.0P,P,10.0,4,28,213,0,198
10.0P-4-30,10.0P,P,10.0,4,30,223,0,208
10.0P-5-2,10.0P,P,10.0,5,2,134,117,134
10.0P-5-4,10.0P,P,10.0,5,4,144,112,141
10.0P-5-6,10.0P,P,10.0,5,6,154,106,148
10.0P-5-8,10.0P,P,10.0,5,8,164,100,155
10.0P-5-10,10.0P,P,10.0,5,10,172,94,162
10.0P-5-12,10.0P,P,10.0,5,12,181,87,169
10.0P-5-14,10.0P,P,10.0,5,14,189,78,176
10.0P-5-16,10.0P,P,10.0,5,16,197,68,182
10.0P-5-18,10.0P,P,10.0,5,18,205,55,189
10.0P-5-20,10.0P,P,10.0,5,20,214,34,196
10.0P-5-22,10.0P,P,10.0,5,22,221,0,203
10.0P-5-24,10.0P,P,10.0,5,24,229,0,210
10.0P-5-26,10.0P,P,10.0,5,26,238,0,217
10.0P-5-28,10.0P,P,10.0,5,28,246,0,224
10.0P-5-30,10.0P,P,10.0,5,30,254,0,232
10.0P-6-2,10.0P,P,10.0,6,2,161,142,160
10.0P-6-4,10.0P,P,10.0,6,4,170,138,167
10.0P-6-6,10.0P,P,10.0,6,6,181,132,174
10.0P-6-8,10.0P,P,10.0,6,8,190,127,181
10.0P-6-10,10.0P,P,10.0,6,10,200,121,188
10.0P-6-12,10.0P,P,10.0,6,12,208,114,195
10.0P-6-14,10.0P,P,10.0,6,14,218,106,202
10.0P-6-16,10.0P,P,10.0,6,16,227,97,209
10.0P-6-18,10.0P,P,10.0,6,18,235,88,216
10.0P-6-20,10.0P,P,10.0,6,20,244,73,224
10.0P-6-22,10.0P,P,10.0,6,22,253,55,232
10.0P-6-24,10.0P,P,10.0,6,24,255,24,239
10.0P-6-26,10.0P,P,10.0,6,26,255,0,247
10.0P-7-2,10.0P,P,10.0,7,2,187,168,187
10.0P-7-4,10.0P,P,10.0,7,4,197,164,193
10.0P-7-6,10.0P,P,10.0,7,6,208,159,200
10.0P-7-8,10.0P,P,10.0,7,8,219,153,208
10.0P-7-10,10.0P,P,10.0,7,10,229,147,215
10.0P-7-12,10.0P,P,10.0,7,12,238,140,222
10.0P-7-14,10.0P,P,10.0,7,14,247,133,230
10.0P-7-16,10.0P,P,10.0,7,16,255,123,238
10.0P-7-18,10.0P,P,10.0,7,18,255,113,246
10.0P-7-20,10.0P,P,10.0,7,20,255,101,253
10.0P-7-22,10.0P,P,10.0,7,22,255,85,255
10.0P-8-2,10.0P,P,10.0,8,2,212,195,213
10.0P-8-4,10.0P,P,10.0,8,4,224,190,220
10.0P-8-6,10.0P,P,10.0,8,6,236,185,228
10.0P-8-8,10.0P,P,10.0,8,8,248,178,236
10.0P-8-10,10.0P,P,10.0,8,10,255,172,244
10.0P-8-12,10.0P,P,10.0,8,12,255,165,252
10.0P-8-14,10.0P,P,10.0,8,14,255,156,255
10.0P-9-2,10.0P,P,10.0,9,2,240,222,241
10.0P-9-4,10.0P,P,10.0,9,4,254,216,249
10.0P-9-6,10.0P,P,10.0,9,6,255,210,255
2.5RP-1-2,2.5RP,RP,2.5,1,2,41,22,39
2.5RP-1-4,2.5RP,RP,2.5,1,4,48,17,45
2.5RP-1-6,2.5RP,RP,2.5,1,6,54,9,51
2.5RP-1-8,2.5RP,RP,2.5,1,8,60,0,57
2.5RP-1-10,2.5RP,RP,2.5,1,10,66,0,62
2.5RP-1-12,2.5RP,RP,2.5,1,12,72,0,68
2.5RP-1-14,2.5RP,RP,2.5,1,14,78,0,74
2.5RP-1-16,2.5RP,RP,2.5,1,16,84,0,80
2.5RP-2-2,2.5RP,RP,2.5,2,2,63,43,58
2.5RP-2-4,2.5RP,RP,2.5,2,4,71,38,63
2.5RP-2-6,2.5RP,RP,2.5,2,6,78,32,68
2.5RP-2-8,2.5RP,RP,2.5,2,8,87,22,74
2.5RP-2-10,2.5RP,RP,2.5,2,10,95,4,80
2.5RP-2-12,2.5RP,RP,2.5,2,12,102,0,86
2.5RP-2-14,2.5RP,RP,2.5,2,14,110,0,92
2.5RP-2-16,2.5RP,RP,2.5,2,16,118,0,98
2.5RP-2-18,2.5RP,RP,2.5,2,18,125,0,104
2.5RP-2-20,2.5RP,RP,2.5,2,20,132,0,109
2.5RP-3-2,2.5RP,RP,2.5,3,2,88,65,82
2.5RP-3-4,2.5RP,RP,2.5,3,4,98,59,87
2.5RP-3-6,2.5RP,RP,2.5,3,6,108,53,92
2.5RP-3-8,2.5RP,RP,2.5,3,8,117,44,97
2.5RP-3-10,2.5RP,RP,2.5,3,10,126,32,103
2.5RP-3-12,2.5RP,RP,2.5,3,12,134,12,108
2.5RP-3-14,2.5RP,RP,2.5,3,14,143,0,113
2.5RP-3-16,2.5RP,RP,2.5,3,16,151,0,119
2.5RP-3-18,2.5RP,RP,2.5,3,18,159,0,124
2.5RP-3-20,2.5RP,RP,2.5,3,20,166,0,129
2.5RP-3-22,2.5RP,RP,2.5,3,22,175,0,135
2.5RP-4-2,2.5RP,RP,2.5,4,2,112,90,106
2.5RP-4-4,2.5RP,RP,2.5,4,4,123,85,111
2.5RP-4-6,2.5RP,RP,2.5,4,6,133,79,116
2.5RP-4-8,2.5RP,RP,2.5,4,8,143,72,121
2.5RP-4-10,2.5RP,RP,2.5,4,10,152,64,126
2.5RP-4-12,2.5RP,RP,2.5,4,12,161,54,131
2.5RP-4-14,2.5RP,RP,2.5,4,14,169,40,136
2.5RP-4-16,2.5RP,RP,2.5,4,16,178,18,141
2.5RP-4-18,2.5RP,RP,2.5,4,18,187,0,147
2.5RP-4-20,2.5RP,RP,2.5,4,20,197,0,153
2.5RP-4-22,2.5RP,RP,2.5,4,22,204,0,157
2.5RP-4-24,2.5RP,RP,2.5,4,24,212,0,163
2.5RP-4-26,2.5RP,RP,2.5,4,26,220,0,167
2.5RP-5-2,2.5RP,RP,2.5,5,2,136,116,132
2.5RP-5-4,2.5RP,RP,2.5,5,4,148,111,136
2.5RP-5-6,2.5RP,RP,2.5,5,6,159,105,141
2.5RP-5-8,2.5RP,RP,2.5,5,8,171,98,147
2.5RP-5-10,2.5RP,RP,2.5,5,10,180,91,151
2.5RP-5-12,2.5RP,RP,2.5,5,12,190,82,156
2.5RP-5-14,2.5RP,RP,2.5,5,14,200,72,161
2.5RP-5-16,2.5RP,RP,2.5,5,16,208,60,166
2.5RP-5-18,2.5RP,RP,2.5,5,18,217,42,171
2.5RP-5-20,2.5RP,RP,2.5,5,20,226,2,176
2.5RP-5-22,2.5RP,RP,2.5,5,22,235,0,182
2.5RP-5-24,2.5RP,RP,2.5,5,24,243,0,186
2.5RP-5-26,2.5RP,RP,2.5,5,26,252,0,192
2.5RP-6-2,2.5RP,RP,2.5,6,2,163,142,158
2.5RP-6-4,2.5RP,RP,2.5,6,4,174,137,162
2.5RP-6-6,2.5RP,RP,2.5,6,6,186,131,167
2.5RP-6-8,2.5RP,RP,2.5,6,8,197,125,172
2.5RP-6-10,2.5RP,RP,2.5,6,10,207,119,176
2.5RP-6-12,2.5RP,RP,2.5,6,12,218,111,181
2.5RP-6-14,2.5RP,RP,2.5,6,14,228,101,186
2.5RP-6-16,2.5RP,RP,2.5,6,16,239,91,192
2.5RP-6-18,2.5RP,RP,2.5,6,18,248,79,197
2.5RP-6-20,2.5RP,RP,2.5,6,20,255,60,202
2.5RP-6-22,2.5RP,RP,2.5,6,22,255,38,207
2.5RP-6-24,2.5RP,RP,2.5,6,24,255,0,213
2.5RP-7-2,2.5RP,RP,2.5,7,2,188,168,185
2.5RP-7-4,2.5RP,RP,2.5,7,4,201,163,189
2.5RP-7-6,2.5RP,RP,2.5,7,6,214,157,194
2.5RP-7-8,2.5RP,RP,2.5,7,8,226,151,198
2.5RP-7-10,2.5RP,RP,2.5,7,10,237,144,203
2.5RP-7-12,2.5RP,RP,2.5,7,12,248,136,208
2.5RP-7-14,2.5RP,RP,2.5,7,14,255,128,213
2.5RP-7-16,2.5RP,RP,2.5,7,16,255,117,219
2.5RP-7-18,2.5RP,RP,2.5,7,18,255,104,225
2.5RP-7-20,2.5RP,RP,2.5,7,20,255,88,231
2.5RP-8-2,2.5RP,RP,2.5,8,2,214,195,211
2.5RP-8-4,2.5RP,RP,2.5,8,4,228,189,216
2.5RP-8-6,2.5RP,RP,2.5,8,6,242,183,220
2.5RP-8-8,2.5RP,RP,2.5,8,8,255,176,225
2.5RP-8-10,2.5RP,RP,2.5,8,10,255,169,230
2.5RP-8-12,2.5RP,RP,2.5,8,12,255,161,236
2.5RP-8-14,2.5RP,RP,2.5,8,14,255,151,241
2.5RP-9-2,2.5RP,RP,2.5,9,2,241,222,239
2.5RP-9-4,2.5RP,RP,2.5,9,4,255,216,244
2.5RP-9-6,2.5RP,RP,2.5,9,6,255,209,249
5.0RP-1-2,5.0RP,RP,5.0,1,2,43,22,37
5.0RP-1-4,5.0RP,RP,5.0,1,4,50,16,42
5.0RP-1-6,5.0RP,RP,5.0,1,6,57,7,47
5.0RP-1-8,5.0RP,RP,5.0,1,8,63,0,52
5.0RP-1-10,5.0RP,RP,5.0,1,10,70,0,57
5.0RP-1-12,5.0RP,RP,5.0,1,12,76,0,62
5.0RP-1-14,5.0RP,RP,5.0,1,14,82,0,67
5.0RP-2-2,5.0RP,RP,5.0,2,2,64,43,56
5.0RP-2-4,5.0RP,RP,5.0,2,4,73,38,60
5.0RP-2-6,5.0RP,RP,5.0,2,6,81,31,63
5.0RP-2-8,5.0RP,RP,5.0,2,8,91,19,68
5.0RP-2-10,5.0RP,RP,5.0,2,10,99,0,73
5.0RP-2-12,5.0RP,RP,5.0,2,12,107,0,77
5.0RP-2-14,5.0RP,RP,5.0,2,14,115,0,82
5.0RP-2-16,5.0RP,RP,5.0,2,16,124,0,87
5.0RP-2-18,5.0RP,RP,5.0,2,18,131,0,91
5.0RP-3-2,5.0RP,RP,5.0,3,2,89,65,78
5.0RP-3-4,5.0RP,RP,5.0,3,4,101,59,81
5.0RP-3-6,5.0RP,RP,5.0,3,6,112,51,84
5.0RP-3-8,5.0RP,RP,5.0,3,8,122,42,88
5.0RP-3-10,5.0RP,RP,5.0,3,10,131,28,92
5.0RP-3-12,5.0RP,RP,5.0,3,12,140,1,95
5.0RP-3-14,5.0RP,RP,5.0,3,14,149,0,100
5.0RP-3-16,5.0RP,RP,5.0,3,16,158,0,104
5.0RP-3-18,5.0RP,RP,5.0,3,18,166,0,108
5.0RP-3-20,5.0RP,RP,5.0,3,20,174,0,112
5.0RP-4-2,5.0RP,RP,5.0,4,2,114,90,103
5.0RP-4-4,5.0RP,RP,5.0,4,4,126,84,105
5.0RP-4-6,5.0RP,RP,5.0,4,6,138,77,108
5.0RP-4-8,5.0RP,RP,5.0,4,8,149,69,110
5.0RP-4-10,5.0RP,RP,5.0,4,10,158,61,113
5.0RP-4-12,5.0RP,RP,5.0,4,12,169,49,116
5.0RP-4-14,5.0RP,RP,5.0,4,14,178,32,119
5.0RP-4-16,5.0RP,RP,5.0,4,16,187,0,122
5.0RP-4-18,5.0RP,RP,5.0,4,18,197,0,126
5.0RP-4-20,5.0RP,RP,5.0,4,20,207,0,130
5.0RP-4-22,5.0RP,RP,5.0,4,22,215,0,133
5.0RP-5-2,5.0RP,RP,5.0,5,2,138,116,129
5.0RP-5-4,5.0RP,RP,5.0,5,4,151,110,130
5.0RP-5-6,5.0RP,RP,5.0,5,6,164,104,132
5.0RP-5-8,5.0RP,RP,5.0,5,8,177,96,135
5.0RP-5-10,5.0RP,RP,5.0,5,10,188,88,137
5.0RP-5-12,5.0RP,RP,5.0,5,12,199,78,139
5.0RP-5-14,5.0RP,RP,5.0,5,14,209,66,142
5.0RP-5-16,5.0RP,RP,5.0,5,16,219,50,144
5.0RP-5-18,5.0RP,RP,5.0,5,18,229,25,147
5.0RP-5-20,5.0RP,RP,5.0,5,20,239,0,150
5.0RP-5-22,5.0RP,RP,5.0,5,22,248,0,153
5.0RP-5-24,5.0RP,RP,5.0,5,24,255,0,156
5.0RP-6-2,5.0RP,RP,5.0,6,2,164,142,155
5.0RP-6-4,5.0RP,RP,5.0,6,4,177,136,157
5.0RP-6-6,5.0RP,RP,5.0,6,6,191,130,158
5.0RP-6-8,5.0RP,RP,5.0,6,8,203,123,160
5.0RP-6-10,5.0RP,RP,5.0,6,10,214,116,162
5.0RP-6-12,5.0RP,RP,5.0,6,12,226,108,164
5.0RP-6-14,5.0RP,RP,5.0,6,14,238,97,167
5.0RP-6-16,5.0RP,RP,5.0,6,16,249,85,169
5.0RP-6-18,5.0RP,RP,5.0,6,18,255,70,172
5.0RP-6-20,5.0RP,RP,5.0,6,20,255,44,175
5.0RP-6-22,5.0RP,RP,5.0,6,22,255,0,177
5.0RP-7-2,5.0RP,RP,5.0,7,2,190,168,182
5.0RP-7-4,5.0RP,RP,5.0,7,4,204,163,183
5.0RP-7-6,5.0RP,RP,5.0,7,6,219,156,185
5.0RP-7-8,5.0RP,RP,5.0,7,8,232,149,186
5.0RP-7-10,5.0RP,RP,5.0,7,10,244,142,188
5.0RP-7-12,5.0RP,RP,5.0,7,12,255,133,190
5.0RP-7-14,5.0RP,RP,5.0,7,14,255,123,192
5.0RP-7-16,5.0RP,RP,5.0,7,16,255,111,195
5.0RP-7-18,5.0RP,RP,5.0,7,18,255,97,198
5.0RP-8-2,5.0RP,RP,5.0,8,2,215,195,209
5.0RP-8-4,5.0RP,RP,5.0,8,4,231,189,210
5.0RP-8-6,5.0RP,RP,5.0,8,6,247,182,212
5.0RP-8-8,5.0RP,RP,5.0,8,8,255,174,213
5.0RP-8-10,5.0RP,RP,5.0,8,10,255,167,215
5.0RP-8-12,5.0RP,RP,5.0,8,12,255,157,217
5.0RP-9-2,5.0RP,RP,5.0,9,2,243,221,238
5.0RP-9-4,5.0RP,RP,5.0,9,4,255,215,238
5.0RP-9-6,5.0RP,RP,5.0,9,6,255,207,240
7.5RP-1-2,7.5RP,RP,7.5,1,2,44,22,36
7.5RP-1-4,7.5RP,RP,7.5,1,4,52,15,40
7.5RP-1-6,7.5RP,RP,7.5,1,6,59,5,43
7.5RP-1-8,7.5RP,RP,7.5,1,8,66,0,47
7.5RP-1-10,7.5RP,RP,7.5,1,10,73,0,52
7.5RP-1-12,7.5RP,RP,7.5,1,12,80,0,56
7.5RP-2-2,7.5RP,RP,7.5,2,2,65,43,54
7.5RP-2-4,7.5RP,RP,7.5,2,4,75,37,56
7.5RP-2-6,7.5RP,RP,7.5,2,6,84,30,59
7.5RP-2-8,7.5RP,RP,7.5,2,8,93,17,62
7.5RP-2-10,7.5RP,RP,7.5,2,10,102,0,66
7.5RP-2-12,7.5RP,RP,7.5,2,12,111,0,69
7.5RP-2-14,7.5RP,RP,7.5,2,14,119,0,73
7.5RP-2-16,7.5RP,RP,7.5,2,16,127,0,77
7.5RP-3-2,7.5RP,RP,7.5,3,2,90,65,76
7.5RP-3-4,7.5RP,RP,7.5,3,4,103,58,77
7.5RP-3-6,7.5RP,RP,7.5,3,6,114,50,78
7.5RP-3-8,7.5RP,RP,7.5,3,8,125,40,79
7.5RP-3-10,7.5RP,RP,7.5,3,10,135,25,81
7.5RP-3-12,7.5RP,RP,7.5,3,12,145,0,83
7.5RP-3-14,7.5RP,RP,7.5,3,14,155,0,85
7.5RP-3-16,7.5RP,RP,7.5,3,16,164,0,88
7.5RP-3-18,7.5RP,RP,7.5,3,18,173,0,91
7.5RP-4-2,7.5RP,RP,7.5,4,2,115,90,101
7.5RP-4-4,7.5RP,RP,7.5,4,4,128,84,100
7.5RP-4-6,7.5RP,RP,7.5,4,6,141,77,100
7.5RP-4-8,7.5RP,RP,7.5,4,8,153,68,101
7.5RP-4-10,7.5RP,RP,7.5,4,10,162,59,102
7.5RP-4-12,7.5RP,RP,7.5,4,12,173,46,103
7.5RP-4-14,7.5RP,RP,7.5,4,14,183,26,104
7.5RP-4-16,7.5RP,RP,7.5,4,16,193,0,106
7.5RP-4-18,7.5RP,RP,7.5,4,18,203,0,108
7.5RP-4-20,7.5RP,RP,7.5,4,20,214,0,110
7.5RP-5-2,7.5RP,RP,7.5,5,2,139,116,127
7.5RP-5-4,7.5RP,RP,7.5,5,4,154,110,126
7.5RP-5-6,7.5RP,RP,7.5,5,6,167,103,126
7.5RP-5-8,7.5RP,RP,7.5,5,8,181,95,126
7.5RP-5-10,7.5RP,RP,7.5,5,10,191,87,126
7.5RP-5-12,7.5RP,RP,7.5,5,12,204,75,126
7.5RP-5-14,7.5RP,RP,7.5,5,14,214,64,127
7.5RP-5-16,7.5RP,RP,7.5,5,16,224,46,128
7.5RP-5-18,7.5RP,RP,7.5,5,18,234,12,129
7.5RP-5-20,7.5RP,RP,7.5,5,20,245,0,131
7.5RP-5-22,7.5RP,RP,7.5,5,22,254,0,132
7.5RP-6-2,7.5RP,RP,7.5,6,2,165,142,153
7.5RP-6-4,7.5RP,RP,7.5,6,4,179,136,152
7.5RP-6-6,7.5RP,RP,7.5,6,6,195,129,152
7.5RP-6-8,7.5RP,RP,7.5,6,8,206,123,151
7.5RP-6-10,7.5RP,RP,7.5,6,10,219,115,151
7.5RP-6-12,7.5RP,RP,7.5,6,12,231,106,151
7.5RP-6-14,7.5RP,RP,7.5,6,14,243,95,152
7.5RP-6-16,7.5RP,RP,7.5,6,16,255,81,153
7.5RP-6-18,7.5RP,RP,7.5,6,18,255,66,153
7.5RP-6-20,7.5RP,RP,7.5,6,20,255,37,155
7.5RP-7-2,7.5RP,RP,7.5,7,2,191,168,180
7.5RP-7-4,7.5RP,RP,7.5,7,4,206,162,179
7.5RP-7-6,7.5RP,RP,7.5,7,6,221,155,178
7.5RP-7-8,7.5RP,RP,7.5,7,8,235,148,178
7.5RP-7-10,7.5RP,RP,7.5,7,10,248,141,177
7.5RP-7-12,7.5RP,RP,7.5,7,12,255,131,177
7.5RP-7-14,7.5RP,RP,7.5,7,14,255,121,177
7.5RP-7-16,7.5RP,RP,7.5,7,16,255,108,178
7.5RP-8-2,7.5RP,RP,7.5,8,2,216,194,208
7.5RP-8-4,7.5RP,RP,7.5,8,4,233,188,206
7.5RP-8-6,7.5RP,RP,7.5,8,6,250,181,205
7.5RP-8-8,7.5RP,RP,7.5,8,8,255,174,204
7.5RP-8-10,7.5RP,RP,7.5,8,10,255,166,204
7.5RP-8-12,7.5RP,RP,7.5,8,12,255,155,203
7.5RP-9-2,7.5RP,RP,7.5,9,2,244,221,236
7.5RP-9-4,7.5RP,RP,7.5,9,4,255,214,234
7.5RP-9-6,7.5RP,RP,7.5,9,6,255,207,232
10.0RP-1-2,10.0RP,RP,10.0,1,2,44,21,34
10.0RP-1-4,10.0RP,RP,10.0,1,4,53,14,36
10.0RP-1-6,10.0RP,RP,10.0,1,6,60,4,39
10.0RP-1-8,10.0RP,RP,10.0,1,8,68,0,43
10.0RP-1-10,10.0RP,RP,10.0,1,10,75,0,46
10.0RP-1-12,10.0RP,RP,10.0,1,12,83,0,50
10.0RP-2-2,10.0RP,RP,10.0,2,2,66,43,52
10.0RP-2-4,10.0RP,RP,10.0,2,4,76,37,53
10.0RP-2-6,10.0RP,RP,10.0,2,6,86,29,54
10.0RP-2-8,10.0RP,RP,10.0,2,8,95,15,56
10.0RP-2-10,10.0RP,RP,10.0,2,10,105,0,58
10.0RP-2-12,10.0RP,RP,10.0,2,12,114,0,61
10.0RP-2-14,10.0RP,RP,10.0,2,14,123,0,63
10.0RP-3-2,10.0RP,RP,10.0,3,2,91,65,73
10.0RP-3-4,10.0RP,RP,10.0,3,4,105,58,72
10.0RP-3-6,10.0RP,RP,10.0,3,6,116,50,70
10.0RP-3-8,10.0RP,RP,10.0,3,8,128,39,70
10.0RP-3-10,10.0RP,RP,10.0,3,10,139,22,69
10.0RP-3-12,10.0RP,RP,10.0,3,12,149,0,69
10.0RP-3-14,10.0RP,RP,10.0,3,14,158,0,69
10.0RP-3-16,10.0RP,RP,10.0,3,16,169,0,70
10.0RP-4-2,10.0RP,RP,10.0,4,2,116,90,98
10.0RP-4-4,10.0RP,RP,10.0,4,4,130,83,96
10.0RP-4-6,10.0RP,RP,10.0,4,6,143,76,94
10.0RP-4-8,10.0RP,RP,10.0,4,8,155,68,92
10.0RP-4-10,10.0RP,RP,10.0,4,10,165,58,91
10.0RP-4-12,10.0RP,RP,10.0,4,12,177,43,90
10.0RP-4-14,10.0RP,RP,10.0,4,14,187,20,89
10.0RP-4-16,10.0RP,RP,10.0,4,16,197,0,89
10.0RP-4-18,10.0RP,RP,10.0,4,18,208,0,89
10.0RP-4-20,10.0RP,RP,10.0,4,20,218,0,89
10.0RP-5-2,10.0RP,RP,10.0,5,2,140,116,125
10.0RP-5-4,10.0RP,RP,10.0,5,4,155,109,122
10.0RP-5-6,10.0RP,RP,10.0,5,6,170,103,119
10.0RP-5-8,10.0RP,RP,10.0,5,8,183,95,117
10.0RP-5-10,10.0RP,RP,10.0,5,10,195,86,115
10.0RP-5-12,10.0RP,RP,10.0,5,12,207,74,113
10.0RP-5-14,10.0RP,RP,10.0,5,14,217,62,112
10.0RP-5-16,10.0RP,RP,10.0,5,16,229,42,110
10.0RP-5-18,10.0RP,RP,10.0,5,18,239,0,109
10.0RP-5-20,10.0RP,RP,10.0,5,20,250,0,108
10.0RP-6-2,10.0RP,RP,10.0,6,2,166,141,151
